TriggerID,GRBName,tmin,tmin_err,tmin_upp_lim,tS_N,tS_N_err,T90,T90_err,tStart,tStop,Xtmin,XtS_N,z
80714086,080714B,0.821,0.223,FALSE,0.522,0.045,5.376,2.360,-3.437,7.283,0.9,0.57,NA
80714425,080714C,1.984,1.040,FALSE,1.241,0.108,40.192,1.145,-22.987,55.766,0.64,0.4,NA
80714745,080714A,1.384,0.143,FALSE,0.620,0.054,59.649,11.276,-29.747,88.936,0.74,0.33,NA
80715950,080715A,0.101,NA,TRUE,0.011,0.001,7.872,0.272,-2.203,11.867,0.9,0.2,NA
80717543,080717A,0.568,0.194,FALSE,0.369,0.032,36.609,2.985,-23.414,49.420,0.53,0.34,NA
80719529,080719A,1.990,0.830,FALSE,1.241,0.108,16.128,17.887,-12.339,19.739,0.64,0.4,NA
80723557,080723B,0.040,0.017,FALSE,0.027,0.002,58.369,1.985,-0.180,89.694,0.22,0.15,NA
80723913,080723C,0.013,0.004,FALSE,0.008,0.001,0.192,0.345,-0.160,0.224,0.96,0.58,NA
80723985,080723D,0.309,NA,TRUE,0.065,0.006,42.817,0.659,-4.995,66.909,0.29,0.13,NA
80724401,080724A,0.129,NA,TRUE,0.016,0.001,379.397,2.202,-10.638,390.213,0.5,0.13,NA
80725435,080725A,1.700,NA,TRUE,0.439,0.038,25.920,1.208,-14.091,35.934,0.28,0.15,NA
80725541,080725B,0.266,NA,TRUE,0.065,0.006,0.960,1.292,-0.603,1.230,0.9,0.35,NA
80727964,080727C,0.883,NA,TRUE,0.369,0.032,89.089,6.476,-31.416,90.623,0.27,0.2,NA
80730520,080730A,0.794,NA,TRUE,0.184,0.016,17.408,6.229,-9.197,25.429,0.28,0.12,NA
80730786,080730B,0.297,NA,TRUE,0.046,0.004,13.312,4.222,-7.171,19.295,0.57,0.11,NA
80802386,080802A,0.017,0.006,FALSE,0.011,0.001,0.576,0.091,-0.352,0.796,0.69,0.45,NA
80803772,080803A,1.326,0.295,FALSE,0.738,0.064,26.240,1.691,-13.245,38.973,0.6,0.33,NA
80804456,080804B,1.538,NA,TRUE,0.522,0.045,501.830,6.476,-27.198,493.126,0.34,0.32,NA
80804972,080804A,0.702,0.338,FALSE,0.439,0.038,24.704,1.460,-11.880,37.273,0.26,0.16,2.2
80805496,080805B,1.551,0.340,FALSE,0.620,0.054,29.440,3.566,-6.944,42.221,0.59,0.24,NA
80805584,080805C,4.656,1.341,FALSE,2.087,0.181,65.665,14.676,-25.892,93.609,0.6,0.27,NA
80806584,080806A,0.659,0.290,FALSE,0.310,0.027,2.304,0.453,-3.254,1.138,0.66,0.31,NA
80806896,080806B,0.538,NA,TRUE,0.130,0.011,75.777,4.185,-35.328,64.275,0.33,0.14,NA
80807993,080807A,0.009,0.003,FALSE,0.007,0.001,19.072,0.181,-9.447,27.148,0.39,0.3,NA
80808451,080808A,0.853,0.267,FALSE,0.522,0.045,4.352,0.832,-3.696,4.376,0.85,0.52,NA
80808565,080808B,2.298,0.106,FALSE,0.522,0.045,17.728,1.489,-6.343,28.211,0.55,0.12,NA
80808772,080808C,1.610,0.709,FALSE,1.043,0.090,211.970,6.557,-170.562,146.090,0.68,0.44,NA
80809808,080809A,4.629,NA,TRUE,1.043,0.090,28.160,2.896,-21.022,32.482,0.61,0.25,NA
80810549,080810A,0.102,0.040,FALSE,0.065,0.006,107.457,15.413,-28.134,114.761,0.43,0.28,3.35
80812889,080812A,0.486,0.311,FALSE,0.310,0.027,15.040,0.462,-9.237,18.738,0.61,0.39,NA
80815917,080815A,0.258,NA,TRUE,0.110,0.010,0.832,0.320,-0.730,0.927,0.62,0.52,NA
80816503,080816A,0.152,NA,TRUE,0.033,0.003,64.769,1.810,-1.421,84.710,0.45,0.18,NA
80816989,080816B,0.083,0.019,FALSE,0.039,0.003,4.608,0.453,-0.141,6.805,0.59,0.27,NA
80817161,080817A,0.243,0.070,FALSE,0.110,0.010,60.289,0.466,-23.013,89.108,0.15,0.07,NA
80817720,080817B,0.043,0.018,FALSE,0.023,0.002,4.416,0.363,-2.274,6.526,0.59,0.31,NA
80818579,080818A,0.229,0.070,FALSE,0.078,0.007,59.329,8.749,-28.682,85.806,0.5,0.17,NA
80818945,080818B,0.493,NA,TRUE,0.155,0.013,13.376,0.410,-7.141,19.445,0.45,0.3,NA
80821332,080821A,0.305,0.118,FALSE,0.155,0.013,5.888,0.264,-4.199,7.503,0.29,0.15,NA
80823363,080823A,0.675,0.207,FALSE,0.310,0.027,43.457,1.717,-5.181,63.888,0.34,0.15,NA
80824909,080824A,0.117,0.019,FALSE,0.046,0.004,7.424,2.005,-5.754,7.825,0.57,0.22,NA
80825593,080825C,0.248,NA,TRUE,0.023,0.002,20.992,0.231,-1.418,32.569,0.5,0.07,NA
80828189,080828B,0.135,NA,TRUE,0.078,0.007,3.008,3.329,-1.621,4.379,0.66,0.8,NA
80829790,080829A,1.534,NA,TRUE,0.310,0.027,7.680,0.377,-4.122,11.162,0.52,0.19,NA
80830368,080830A,0.294,0.220,FALSE,0.184,0.016,40.896,5.069,-21.972,59.788,0.38,0.24,NA
80831053,080831A,0.017,NA,TRUE,0.004,0.001,0.576,1.168,-0.576,0.572,0.88,0.53,NA
80831921,080831B,0.797,0.349,FALSE,0.522,0.045,74.497,1.243,-32.933,106.344,0.41,0.27,NA
80904886,080904A,0.193,0.041,FALSE,0.078,0.007,17.344,1.385,-9.587,23.359,0.31,0.13,NA
80905499,080905A,0.012,0.003,FALSE,0.008,0.001,0.960,0.345,-0.539,1.371,0.87,0.56,0.1218
80905570,080905C,0.447,0.245,FALSE,0.310,0.027,26.624,2.896,-19.918,32.523,0.36,0.25,NA
80905705,080905B,3.071,NA,TRUE,0.738,0.064,105.984,6.802,-23.660,123.652,0.78,0.34,2.374
80906212,080906B,0.173,0.024,FALSE,0.065,0.006,2.875,0.767,-1.426,4.294,0.27,0.1,NA
80912360,080912A,4.072,NA,TRUE,0.620,0.054,16.384,2.896,-11.184,21.412,0.77,0.17,NA
80913735,080913B,0.124,0.090,FALSE,0.065,0.006,41.217,7.281,-20.617,61.371,0.52,0.28,NA
80916009,080916C,0.160,NA,TRUE,0.039,0.003,62.977,0.810,-14.295,87.070,0.24,0.11,NA
80916406,080916A,1.639,0.197,FALSE,0.522,0.045,46.337,7.173,-22.503,69.674,0.56,0.18,0.689
80919790,080919B,0.011,0.001,FALSE,0.004,0.001,0.512,0.405,-0.382,0.637,0.98,0.4,NA
80920268,080920A,9.473,1.615,FALSE,4.174,0.362,113.921,3.125,-33.216,163.865,0.82,0.36,NA
80924766,080924A,0.467,0.064,FALSE,0.219,0.019,39.937,4.222,-27.818,48.429,0.55,0.26,NA
80925775,080925A,0.350,NA,TRUE,0.078,0.007,31.744,3.167,-16.746,46.099,0.24,0.08,NA
80927480,080927A,2.257,0.790,FALSE,1.043,0.090,45.313,3.083,-22.579,67.568,0.42,0.2,NA
80928628,080928A,0.344,NA,TRUE,0.110,0.010,14.336,4.007,-8.896,19.600,0.75,0.41,1.692
81003644,081003C,0.546,NA,TRUE,0.155,0.013,50.177,3.692,-21.521,65.256,0.69,0.46,NA
81006604,081006A,0.620,NA,TRUE,0.219,0.019,6.400,0.923,-3.424,9.312,0.69,0.58,NA
81006872,081006B,0.134,0.067,FALSE,0.092,0.008,3.328,1.305,-2.163,4.477,0.75,0.52,NA
81008832,081008A,1.260,NA,TRUE,0.261,0.023,150.015,12.892,-29.594,201.406,0.3,0.2,1.9685
81009140,081009A,0.163,0.013,FALSE,0.039,0.003,41.345,0.264,-3.900,61.004,0.14,0.03,NA
81009690,081009B,0.601,NA,TRUE,0.219,0.019,176.191,2.127,-25.547,194.678,0.21,0.18,NA
81012045,081012B,0.023,NA,TRUE,0.005,0.001,1.216,1.748,-1.174,1.238,0.93,0.61,NA
81012549,081012A,2.163,NA,TRUE,0.522,0.045,30.721,5.615,-20.507,40.626,0.52,0.28,NA
81017474,081017B,1.446,NA,TRUE,0.219,0.019,28.416,2.757,-27.044,29.472,0.77,0.38,NA
81021398,081021A,2.008,NA,TRUE,0.620,0.054,26.112,3.974,-3.499,29.125,0.43,0.29,NA
81022364,081022A,1.982,0.290,FALSE,0.877,0.076,17.152,3.727,-11.056,23.052,0.74,0.33,NA
81024245,081024A,0.086,0.009,FALSE,0.039,0.003,0.832,1.282,-1.242,0.415,1.02,0.46,NA
81024851,081024C,5.151,0.941,FALSE,2.482,0.215,56.065,2.064,-8.117,82.139,0.32,0.16,NA
81024891,081024B,0.056,NA,TRUE,0.016,0.001,0.640,0.264,-0.381,0.893,0.81,0.54,NA
81025349,081025A,0.196,NA,TRUE,0.065,0.006,22.528,0.724,-11.667,24.815,0.37,0.32,NA
81028538,081028B,0.350,NA,TRUE,0.078,0.007,13.312,1.280,-14.531,11.935,0.41,0.23,NA
81101167,081101C,4.574,NA,TRUE,1.043,0.090,9.984,9.051,-8.389,6.980,1.05,0.72,NA
81101491,081101A,0.072,0.010,FALSE,0.033,0.003,0.128,0.091,-0.128,0.128,0.95,0.43,NA
81101532,081101B,0.158,NA,TRUE,0.055,0.005,8.256,0.889,-2.456,12.047,0.27,0.25,NA
81102365,081102B,0.081,0.015,FALSE,0.046,0.004,1.728,0.231,-0.923,2.517,0.7,0.4,NA
81102739,081102A,7.327,NA,TRUE,0.620,0.054,34.817,2.415,-9.686,51.562,1.36,0.22,NA
81105614,081105B,0.036,0.005,FALSE,0.019,0.002,1.280,1.368,-0.698,1.850,1.01,0.54,NA
81107321,081107A,0.034,0.012,FALSE,0.019,0.002,1.664,0.234,-0.935,2.302,0.3,0.17,NA
81109293,081109A,5.608,NA,TRUE,1.476,0.128,58.369,5.221,-25.721,80.494,0.46,0.18,NA
81110601,081110A,0.291,0.011,FALSE,0.078,0.007,11.776,2.573,-5.581,17.821,0.63,0.17,NA
81113230,081113A,0.012,0.005,FALSE,0.008,0.001,0.576,1.350,-0.288,0.860,0.63,0.42,NA
81115891,081115A,0.158,NA,TRUE,0.046,0.004,0.320,0.653,-0.350,0.286,0.77,0.52,NA
81118876,081118B,0.962,NA,TRUE,0.155,0.013,20.736,1.379,-2.143,31.216,0.31,0.1,NA
81119184,081119A,0.333,NA,TRUE,0.078,0.007,0.320,0.680,-0.478,0.158,1.12,0.64,NA
81120618,081120A,0.467,NA,TRUE,0.184,0.016,25.344,0.923,-13.827,36.599,0.23,0.22,NA
81121858,081121A,0.203,0.030,FALSE,0.092,0.008,41.985,8.510,-5.898,62.110,0.57,0.26,2.512
81122520,081122A,0.102,NA,TRUE,0.023,0.002,23.296,2.111,-11.796,34.532,0.43,0.18,NA
81122614,081122B,0.012,0.002,FALSE,0.007,0.001,0.192,0.091,-0.160,0.224,0.73,0.4,NA
81124060,081124A,0.955,0.040,FALSE,0.184,0.016,19.456,1.086,-9.127,29.559,0.43,0.08,NA
81125496,081125A,0.326,NA,TRUE,0.078,0.007,9.280,0.607,-4.082,14.386,0.19,0.1,NA
81126899,081126A,0.635,NA,TRUE,0.110,0.010,54.145,0.923,-29.069,62.968,0.47,0.15,NA
81129161,081129A,0.123,0.093,FALSE,0.065,0.006,62.657,7.318,-28.029,93.493,0.27,0.14,NA
81130212,081130A,0.006,0.002,FALSE,0.004,0.001,2.240,1.002,-1.173,3.285,0.88,0.53,NA
81130629,081130B,0.685,NA,TRUE,0.184,0.016,45.569,3.908,-38.657,19.081,0.49,0.2,NA
81204004,081204C,0.434,NA,TRUE,0.110,0.010,7.424,1.846,-9.309,5.457,0.57,0.26,NA
81204517,081204B,0.037,NA,TRUE,0.008,0.001,0.192,0.286,-0.160,0.224,0.95,0.36,NA
81206275,081206A,10.133,NA,TRUE,1.043,0.090,24.576,5.724,-23.623,25.497,0.84,0.21,NA
81206604,081206B,1.859,0.239,FALSE,0.620,0.054,7.936,4.382,-5.984,9.856,0.88,0.29,NA
81206987,081206C,7.263,NA,TRUE,1.476,0.128,22.528,2.919,-17.043,27.771,0.99,0.31,NA
81207680,081207A,0.346,0.150,FALSE,0.261,0.023,97.282,2.347,-26.296,131.297,0.17,0.12,NA
81209981,081209A,0.007,NA,TRUE,0.004,0.001,0.192,0.143,-0.160,0.224,0.45,0.47,NA
81213173,081213A,0.020,NA,TRUE,0.004,0.001,0.256,0.286,-0.384,0.128,0.87,0.52,NA
81215784,081215A,0.042,0.004,FALSE,0.010,0.001,5.568,0.143,-1.544,9.520,0.3,0.07,NA
81215880,081215B,0.481,0.082,FALSE,0.184,0.016,7.680,2.064,-4.058,11.226,0.94,0.36,NA
81216531,081216A,0.028,NA,TRUE,0.008,0.001,0.768,0.429,-0.377,1.151,0.39,0.2,NA
81217983,081217A,0.268,NA,TRUE,0.065,0.006,29.696,12.892,-12.112,29.737,0.26,0.16,NA
81221681,081221A,0.600,NA,TRUE,0.130,0.011,29.697,0.410,-2.773,47.683,0.2,0.06,2.26
81222204,081222A,0.176,0.088,FALSE,0.092,0.008,18.880,2.318,-8.962,28.043,0.14,0.07,2.77
81223419,081223A,0.082,0.010,FALSE,0.033,0.003,0.576,0.143,-0.352,0.796,0.61,0.24,NA
81224887,081224A,0.544,0.052,FALSE,0.155,0.013,16.448,1.159,-0.341,25.306,0.25,0.07,NA
81225257,081225A,0.497,NA,TRUE,0.155,0.013,41.217,5.667,-31.733,42.839,0.41,0.37,NA
81226044,081226A,0.143,0.024,FALSE,0.065,0.006,0.832,1.032,-0.602,1.055,0.87,0.4,NA
81226156,081226C,0.829,NA,TRUE,0.261,0.023,65.793,1.619,-55.553,24.607,0.63,0.31,NA
81226509,081226B,0.061,0.015,FALSE,0.033,0.003,0.192,0.143,-0.160,0.224,0.82,0.44,NA
81229187,081229A,0.141,0.026,FALSE,0.055,0.005,0.768,0.724,-0.633,0.895,0.8,0.31,NA
81230871,081230B,0.620,NA,TRUE,0.261,0.023,0.512,0.272,-0.382,0.637,0.69,0.99,NA
81231140,081231A,0.089,0.057,FALSE,0.055,0.005,28.736,2.611,-11.869,41.550,0.31,0.19,NA
90101758,090101A,0.815,0.278,FALSE,0.369,0.032,108.802,1.619,-20.076,128.980,0.25,0.11,NA
90102122,090102A,0.033,0.013,FALSE,0.019,0.002,26.624,0.810,-11.645,41.329,0.31,0.18,1.547
90107681,090107B,1.404,NA,TRUE,0.522,0.045,18.432,2.896,-11.178,25.478,0.65,0.59,NA
90108020,090108A,0.043,0.008,FALSE,0.014,0.001,0.704,0.143,-0.414,0.985,0.45,0.14,NA
90108322,090108B,0.038,0.006,FALSE,0.016,0.001,0.192,0.143,-0.160,0.202,0.78,0.33,NA
90109332,090109A,0.266,NA,TRUE,0.130,0.011,1.728,0.820,-1.115,2.325,0.91,0.95,NA
90112332,090112A,0.480,0.053,FALSE,0.219,0.019,58.369,4.783,-31.537,72.344,0.76,0.35,NA
90112729,090112B,0.101,0.059,FALSE,0.055,0.005,14.080,5.126,-7.738,20.141,0.18,0.1,NA
90113778,090113A,0.136,0.062,FALSE,0.065,0.006,17.408,3.238,-10.669,23.957,0.53,0.25,1.7493
90117335,090117B,0.892,NA,TRUE,0.130,0.011,27.264,1.286,-13.895,40.352,0.97,0.27,NA
90117632,090117C,0.402,0.258,FALSE,0.261,0.023,75.777,3.238,-50.177,35.008,0.3,0.2,NA
90117640,090117A,0.138,NA,TRUE,0.039,0.003,15.552,4.580,-12.020,17.972,0.36,0.19,NA
90120627,090120A,0.118,0.027,FALSE,0.078,0.007,1.856,0.181,-1.439,2.260,0.91,0.6,NA
90126227,090126B,1.668,0.140,FALSE,0.522,0.045,5.632,0.810,-4.586,6.654,0.76,0.24,NA
90126245,090126C,0.020,0.009,FALSE,0.014,0.001,0.960,0.231,-0.859,1.051,0.97,0.65,NA
90129880,090129A,0.973,0.054,FALSE,0.310,0.027,16.640,3.328,-4.998,24.621,0.58,0.19,NA
90131090,090131A,0.138,0.005,FALSE,0.033,0.003,35.073,1.056,-2.175,55.674,0.38,0.09,NA
90202347,090202A,0.902,NA,TRUE,0.130,0.011,12.608,0.345,-2.147,19.021,0.69,0.18,NA
90206620,090206A,0.017,0.004,FALSE,0.010,0.001,0.320,0.143,-0.222,0.414,0.58,0.33,NA
90207777,090207A,1.651,0.286,FALSE,0.620,0.054,24.832,3.899,-12.810,35.589,0.55,0.21,NA
90213236,090213A,3.244,1.884,FALSE,2.087,0.181,20.224,6.192,-14.109,26.129,0.8,0.51,NA
90217206,090217A,0.108,NA,TRUE,0.019,0.002,33.280,0.724,-15.762,40.481,0.33,0.11,NA
90219074,090219A,0.282,NA,TRUE,0.055,0.005,0.448,0.272,-0.233,0.608,1.08,0.64,NA
90222179,090222A,0.979,NA,TRUE,0.184,0.016,17.408,3.238,-10.669,23.957,0.7,0.24,NA
90225009,090225A,0.697,NA,TRUE,0.184,0.016,2.176,2.833,-2.749,1.355,0.95,0.8,NA
90227310,090227A,0.069,0.018,FALSE,0.046,0.004,16.189,0.831,-8.015,24.183,0.7,0.47,NA
90227772,090227B,0.005,NA,TRUE,0.001,0.001,1.280,1.026,-0.698,1.837,0.22,0.2,NA
90228204,090228A,0.004,0.001,FALSE,0.001,0.001,0.448,0.143,-0.221,0.672,0.51,0.17,NA
90228976,090228B,2.017,NA,TRUE,0.522,0.045,7.936,1.379,-3.936,11.904,0.68,0.35,NA
90301315,090301B,0.425,0.180,FALSE,0.184,0.016,23.296,2.064,-28.491,17.138,0.4,0.17,NA
90304216,090304A,0.700,NA,TRUE,0.310,0.027,2.816,0.923,-1.658,3.942,0.82,0.74,NA
90305052,090305B,0.029,NA,TRUE,0.008,0.001,1.856,0.580,-0.991,2.708,0.41,0.39,NA
90306245,090306C,2.198,NA,TRUE,0.877,0.076,27.904,14.857,-7.727,38.866,0.59,0.45,NA
90307167,090307B,5.470,NA,TRUE,1.476,0.128,29.440,1.810,-8.042,38.768,0.87,0.54,NA
90308734,090308B,0.010,0.004,FALSE,0.004,0.001,1.664,0.286,-1.146,2.174,0.49,0.21,NA
90309767,090309B,1.183,0.313,FALSE,0.620,0.054,56.513,5.146,-2.549,83.896,0.41,0.22,NA
90310189,090310A,0.502,0.108,FALSE,0.219,0.019,116.930,1.056,-11.521,143.982,0.57,0.25,NA
90316311,090316A,0.099,NA,TRUE,0.019,0.002,10.240,1.557,-14.797,5.581,0.76,0.5,NA
90319622,090319A,0.884,NA,TRUE,0.219,0.019,54.785,2.202,-25.649,69.121,0.59,0.32,NA
90320045,090320C,0.794,0.204,FALSE,0.369,0.032,2.368,0.272,-3.288,1.432,0.86,0.4,NA
90320418,090320A,1.924,0.269,FALSE,0.877,0.076,7.936,1.296,-5.600,10.240,0.94,0.43,NA
90320801,090320B,0.755,NA,TRUE,0.155,0.013,29.184,4.536,-14.960,43.108,0.71,0.29,NA
90323002,090323A,0.103,0.070,FALSE,0.055,0.005,135.170,1.448,-6.138,161.460,0.14,0.07,NA
90326633,090326A,0.313,NA,TRUE,0.092,0.008,16.128,3.208,-17.203,14.875,0.55,0.36,NA
90327404,090327A,0.892,0.612,FALSE,0.620,0.054,14.080,1.379,-3.014,22.330,0.24,0.16,NA
90328401,090328A,0.040,NA,TRUE,0.014,0.001,61.697,1.810,-26.139,91.670,0.2,0.15,NA
90328713,090328B,0.004,0.001,FALSE,0.002,0.001,0.192,1.032,-0.160,0.224,0.49,0.27,NA
90330279,090330A,0.442,NA,TRUE,0.155,0.013,73.473,1.717,-51.969,38.580,0.17,0.15,NA
90331681,090331A,0.042,0.014,FALSE,0.023,0.002,0.832,0.143,-0.474,1.183,0.75,0.42,NA
90403314,090403A,1.350,0.665,FALSE,0.738,0.064,14.848,1.846,-9.658,19.874,0.5,0.27,NA
90405663,090405A,0.044,0.022,FALSE,0.027,0.002,0.448,1.498,-0.285,0.608,0.66,0.41,NA
90409288,090409A,4.008,1.319,FALSE,2.482,0.215,30.337,2.796,-24.130,10.131,0.8,0.49,NA
90411838,090411A,0.154,NA,TRUE,0.033,0.003,21.501,3.237,-4.835,32.144,0.54,0.37,NA
90411991,090411B,0.214,0.041,FALSE,0.130,0.011,14.336,1.086,-4.904,22.160,0.59,0.36,NA
90412061,090412A,0.741,NA,TRUE,0.369,0.032,0.896,0.264,-1.275,0.512,0.82,0.98,NA
90413122,090413A,0.128,0.070,FALSE,0.092,0.008,32.513,4.360,-27.634,26.316,0.52,0.38,NA
90418816,090418C,0.061,0.009,FALSE,0.027,0.002,0.320,0.405,-0.222,0.414,0.95,0.43,NA
90419997,090419B,0.885,0.705,FALSE,0.522,0.045,166.915,11.723,-65.793,183.828,0.24,0.14,NA
90422150,090422A,0.304,0.114,FALSE,0.184,0.016,9.216,0.362,-5.082,13.226,0.78,0.47,NA
90423330,090423A,1.177,0.592,FALSE,0.620,0.054,7.168,2.415,-9.440,4.808,0.63,0.33,8.1
90424592,090424A,0.036,NA,TRUE,0.008,0.001,14.144,0.264,-4.512,21.506,0.21,0.06,0.544
90425377,090425A,0.294,0.040,FALSE,0.110,0.010,75.393,2.450,-3.087,100.937,0.41,0.15,NA
90426066,090426B,0.407,0.175,FALSE,0.261,0.023,16.128,5.152,-9.779,22.299,0.7,0.45,NA
90426690,090426C,0.169,0.086,FALSE,0.130,0.011,7.488,2.496,-4.713,10.023,0.24,0.19,NA
90427644,090427B,1.669,NA,TRUE,0.522,0.045,1.024,0.362,-2.301,-0.261,0.75,1,NA
90427688,090427C,1.316,NA,TRUE,0.261,0.023,12.288,1.280,-7.111,17.327,0.6,0.37,NA
90428441,090428A,0.103,0.056,FALSE,0.046,0.004,3.968,1.506,-2.160,5.760,0.43,0.19,NA
90428552,090428B,1.166,0.181,FALSE,0.439,0.038,31.489,11.846,-24.161,38.484,0.42,0.16,NA
90429530,090429C,1.343,0.336,FALSE,0.620,0.054,14.336,4.007,-9.664,18.832,0.65,0.3,NA
90429753,090429D,0.077,NA,TRUE,0.023,0.002,0.640,0.466,-0.509,0.765,0.48,0.34,NA
90502777,090502A,0.247,0.065,FALSE,0.130,0.011,66.048,1.619,-12.712,74.461,0.59,0.31,NA
90509215,090509A,0.555,NA,TRUE,0.184,0.016,283.844,2.463,-26.945,296.632,0.67,0.57,NA
90510016,090510A,0.005,0.001,FALSE,0.002,0.001,0.960,0.138,-0.523,1.387,0.66,0.29,0.903
90510325,090510B,2.938,NA,TRUE,0.877,0.076,7.424,1.717,-4.701,10.065,0.91,0.5,NA
90511684,090511A,0.596,NA,TRUE,0.219,0.019,7.616,1.605,-5.250,9.950,0.52,0.39,NA
90513916,090513A,3.891,NA,TRUE,1.043,0.090,25.280,7.146,-13.438,36.869,0.43,0.32,NA
90513941,090513B,3.709,1.682,FALSE,2.482,0.215,11.776,2.064,-9.677,13.725,0.7,0.47,NA
90514006,090514A,0.689,0.131,FALSE,0.261,0.023,43.521,1.739,-21.364,65.240,0.47,0.18,NA
90514726,090514B,0.190,NA,TRUE,0.055,0.005,2.240,0.286,-1.749,2.709,0.45,0.21,NA
90514734,090514C,1.021,0.189,FALSE,0.522,0.045,54.401,4.077,-29.469,68.451,0.37,0.19,NA
90516137,090516B,0.683,0.300,FALSE,0.369,0.032,118.018,4.028,-30.772,141.508,0.28,0.15,NA
90516353,090516A,0.415,0.185,FALSE,0.261,0.023,123.074,2.896,-36.097,123.449,0.41,0.26,4.109
90516853,090516C,0.331,0.099,FALSE,0.155,0.013,14.464,3.093,-7.258,21.518,0.46,0.22,NA
90518080,090518A,0.479,0.158,FALSE,0.261,0.023,2.048,0.410,-1.658,2.422,0.64,0.35,NA
90518244,090518B,0.279,0.064,FALSE,0.130,0.011,6.784,1.000,-3.744,9.748,0.56,0.26,NA
90519462,090519B,0.652,NA,TRUE,0.155,0.013,91.329,3.692,-27.530,117.668,0.73,0.39,NA
90519881,090519A,0.934,NA,TRUE,0.369,0.032,74.177,5.177,-21.539,109.724,0.63,0.57,3.85
90520832,090520B,0.354,0.062,FALSE,0.184,0.016,0.768,0.834,-0.825,0.703,1.03,0.54,NA
90520850,090520C,0.171,NA,TRUE,0.039,0.003,3.776,0.923,-2.261,5.259,0.59,0.27,NA
90520876,090520D,1.219,0.181,FALSE,0.369,0.032,30.657,0.859,-22.112,15.269,0.35,0.11,NA
90522344,090522A,0.104,0.046,FALSE,0.065,0.006,20.288,6.262,-14.911,25.447,0.56,0.35,NA
90524346,090524A,0.383,NA,TRUE,0.092,0.008,54.337,0.870,-13.415,77.299,0.24,0.1,NA
90528173,090528A,0.994,NA,TRUE,0.439,0.038,35.905,2.187,-24.522,46.919,0.17,0.18,NA
90528516,090528B,0.163,0.047,FALSE,0.065,0.006,79.041,1.088,-25.734,116.538,0.22,0.09,NA
90529310,090529B,0.762,NA,TRUE,0.219,0.019,3.072,0.362,-2.039,4.081,0.8,0.37,NA
90529564,090529C,0.049,NA,TRUE,0.014,0.001,9.853,0.179,-4.389,13.126,0.29,0.13,NA
90530760,090530B,3.443,NA,TRUE,0.620,0.054,127.554,1.319,-2.343,159.632,0.45,0.09,NA
90531775,090531B,0.049,0.012,FALSE,0.027,0.002,0.768,0.231,-0.377,1.151,0.94,0.52,NA
90602564,090602A,0.994,NA,TRUE,0.261,0.023,20.736,7.209,-11.808,29.010,0.51,0.44,NA
90606471,090606A,7.550,NA,TRUE,1.755,0.152,8.064,1.262,-5.274,10.766,0.93,0.79,NA
90608052,090608A,2.164,NA,TRUE,0.439,0.038,21.504,2.290,-27.072,15.712,0.7,0.36,NA
90610648,090610A,0.422,0.150,FALSE,0.219,0.019,6.144,8.136,-7.139,5.079,0.53,0.27,NA
90610723,090610B,1.210,0.545,FALSE,0.738,0.064,144.896,3.367,-5.092,213.677,0.61,0.37,NA
90610883,090610C,2.689,NA,TRUE,0.620,0.054,7.424,1.639,-6.493,8.273,0.81,0.46,NA
90612619,090612A,0.785,0.100,FALSE,0.261,0.023,42.433,2.888,-36.096,10.313,0.55,0.18,NA
90616157,090616A,0.297,0.084,FALSE,0.155,0.013,1.152,1.168,-0.757,1.534,0.73,0.38,NA
90617208,090617A,0.015,0.003,FALSE,0.007,0.001,0.192,0.143,-0.160,0.224,0.54,0.24,NA
90618353,090618A,0.284,0.205,FALSE,0.155,0.013,112.386,1.086,-2.620,146.845,0.09,0.05,0.54
90620400,090620A,0.279,0.034,FALSE,0.078,0.007,13.568,0.724,-6.208,20.776,0.23,0.06,NA
90620901,090620B,0.529,NA,TRUE,0.155,0.013,0.960,0.272,-1.051,0.859,0.8,0.55,NA
90621185,090621A,1.144,0.486,FALSE,0.522,0.045,106.754,14.373,-15.613,157.306,0.23,0.11,NA
90621417,090621C,0.311,NA,TRUE,0.078,0.007,27.008,6.136,-17.122,36.608,0.65,0.32,NA
90621447,090621D,0.344,NA,TRUE,0.184,0.016,26.112,5.655,-13.187,38.751,0.48,0.52,NA
90621922,090621B,0.022,0.004,FALSE,0.010,0.001,0.384,1.032,-0.316,0.447,0.85,0.37,NA
90623107,090623A,0.061,NA,TRUE,0.014,0.001,47.105,2.573,-11.502,69.509,0.54,0.32,NA
90623913,090623B,0.717,NA,TRUE,0.130,0.011,7.168,3.114,-3.450,10.440,0.7,0.22,NA
90625234,090625A,2.531,1.209,FALSE,1.755,0.152,14.336,0.923,-10.688,17.808,0.55,0.38,NA
90625560,090625B,4.831,NA,TRUE,0.620,0.054,11.776,2.673,-7.373,16.029,1.22,0.23,NA
90626189,090626A,0.117,NA,TRUE,0.014,0.001,48.897,2.828,-14.397,74.564,0.44,0.11,NA
90629543,090629A,1.271,NA,TRUE,0.522,0.045,20.480,4.762,-19.656,21.099,0.81,0.72,NA
90630311,090630A,0.415,NA,TRUE,0.110,0.010,2.880,0.320,-2.066,3.666,0.49,0.21,NA
90701225,090701A,0.562,0.079,FALSE,0.184,0.016,4.160,0.692,-5.579,2.699,0.9,0.3,NA
